"ID","email","name","country","gender","department","salary","contract_start_date","tenure","contract_type"
1925,"jpl.1925@clean_data.com","Jing Ping Li","Italy","Female","HUMAN RESOURCES",4277858.65,2012-03-05,"part time","fixed-term"
1938,"jab.1938@clean_data.com","Jessic Alinda Brown","Germany","Female","HUMAN RESOURCES",2118243.19,2011-09-29,"full time","permanent"
1943,"mss.1943@clean_data.com","Monika Sabine Schneider","Brazil","Male","ENGINEERING",3428454.32,2016-10-28,"full time","permanent"
1957,"anb.1957@clean_data.com","Alain Nicolas Bernard","Brazil","Female","SERVICES",2776175.25,2016-05-16,"part time","permanent"
2059,"kkw.2059@clean_data.com","Klaus Klaus Wagner","USA","Male","LEGAL",2805358.92,2016-02-14,"full time","fixed-term"
2073,"hww.2073@clean_data.com","Hans Wolfgang Weber","Germany","Male","",NA,2016-03-31,NA,"fixed-term"
2078,"fvr.2078@clean_data.com","Francesco Vincenzo Rossi","","Male","MARKETING",3538087.02,2014-05-14,"full time","permanent"
2090,"yyy.2090@clean_data.com","Yoko Yoshiko Yamamoto","USA","Male","ACCOUNTING",1864906.9,2015-03-08,"part time","permanent"
2149,"drg.2149@clean_data.com","David Richard Garcia","Spain","Female","",NA,2020-04-11,NA,"fixed-term"
2149,"cal.2149@clean_data.com","Christophe Alain Laurent","Spain","Female","",NA,2020-04-11,NA,"fixed-term"
2152,"mjm.2152@clean_data.com","Michael John Martinez","China","Female","SUPPORT",4974530.99,2014-06-24,"full time","permanent"
2187,"mus.2187@clean_data.com","Maria Ursula Schulz","Spain","Male","SERVICES",3431157.6,2022-09-28,"part time","fixed-term"
2189,"jls.2189@clean_data.com","José Luiz Silva","China","Male","RESEARCH AND DEVELOPMENT",5091098.52,2017-03-24,"part time","permanent"
2189,"ggm.2189@clean_data.com","Giovanni Giuseppe Marino","Germany","Female","SUPPORT",3648801.84,2018-04-18,"full time","permanent"
2327,"kps.2327@clean_data.com","Klaus Peter Schneider","Italy","Female","BUSINESS DEVELOPMENT",2222691.67,2012-11-30,"full time","permanent"
2376,"mdl.2376@clean_data.com","María Dolores López","Germany","Female","BUSINESS DEVELOPMENT",2761135.87,2015-05-29,"full time","permanent"
2376,"cfs.2376@clean_data.com","Christian Frank Schmidt","Brazil","Female","ENGINEERING",4061822.42,2021-07-04,"part time","permanent"
2382,"mfs.2382@clean_data.com","Manuel Francisco Sánchez","Brazil","Male","HUMAN RESOURCES",3227260.16,2018-05-11,"full time","permanent"
2402,"kyn.2402@clean_data.com","Keiko Yoko Nakamura","Brazil","Female","PRODUCT MANAGEMENT",4975692.07,2018-03-13,"full time","fixed-term"
2432,"jnl.2432@clean_data.com","Ju Nwei Liu","Brazil","Male","SUPPORT",2146329.48,2013-11-01,"full time","fixed-term"
2432,"cfw.2432@clean_data.com","Christian Frank Weber","Germany","Male","SUPPORT",2146329.48,2013-11-01,"full time","fixed-term"
2434,"puw.2434@clean_data.com","Petra Ursula Wagner","Germany","Male","ENGINEERING",2096091.96,2014-03-07,"full time","permanent"
2494,"cgi.2494@clean_data.com","Carmela Giovannar Icci","China","Female","RESEARCH AND DEVELOPMENT",4543116.92,2016-07-05,"full time","permanent"
2511,"aja.2511@clean_data.com","Antônio João Alves","Spain","Female","ENGINEERING",4889972.64,2017-03-02,"full time","fixed-term"
2632,"flp.2632@clean_data.com","Francisco Luiz Pereira","Italy","Male","SUPPORT",2933579.69,2015-01-16,"full time","fixed-term"
2651,"fmo.2651@clean_data.com","Fernanda Maria Oliveira","Japan","Female","HUMAN RESOURCES",4896967.41,2015-05-03,"full time","permanent"
2710,"lyl.2710@clean_data.com","Ling Yan Li","Spain","Male","MARKETING",3727382.74,2013-07-12,"part time","permanent"
2754,"mcg.2754@clean_data.com","María Carmen Gómez","China","Female","ACCOUNTING",4512765.18,2021-09-07,"part time","fixed-term"
2759,"ggm.2759@clean_data.com","Giuseppina Giovanna Marino","Germany","Male","LEGAL",3788769.91,2019-02-22,"full time","fixed-term"
2824,"tan.2824@clean_data.com","Takashi Akira Nakamura","China","Female","HUMAN RESOURCES",2828591.95,2018-09-17,"part time","permanent"
2854,"drm.2854@clean_data.com","David Richard Martinez","USA","Female","SERVICES",1849120.99,2018-08-23,"full time","fixed-term"
2854,"crj.2854@clean_data.com","Christopher Richard Johnson","Germany","Female","SERVICES",1849120.99,2018-08-23,"full time","fixed-term"
2915,"awh.2915@clean_data.com","Andreas Wolfgang Hoffmann","China","Female","RESEARCH AND DEVELOPMENT",5069903.59,2011-12-17,"full time","fixed-term"
2918,"ppr.2918@clean_data.com","Paulo Paulo Rodrigues","Spain","Male","MARKETING",2829761.9,2020-11-15,"full time","fixed-term"
2972,"ups.2972@clean_data.com","Ursula Petra Schmidt","Italy","Male","BUSINESS DEVELOPMENT",3237260.43,2022-07-22,"part time","permanent"
2976,"arg.2976@clean_data.com","Anna Rosa Greco","France","Male","ENGINEERING",3408155.28,2015-09-27,"part time","permanent"
2976,"wtj.2976@clean_data.com","Wililam Thomas Johnson","Germany","Male","ENGINEERING",3408155.28,2015-09-27,"part time","permanent"
2999,"mjs.2999@clean_data.com","Manuel José Sánchez","USA","Female","TRAINING",3737782.92,2017-05-29,"part time","fixed-term"
3010,"fal.3010@clean_data.com","Fernanda Ana Lima","","Female","SUPPORT",2651769.39,2020-09-23,"part time","permanent"
3031,"cmd.3031@clean_data.com","Catherine Martine Dubois","Spain","Female","SALES",1938320.11,2011-10-05,"full time","permanent"
3034,"gmu.3034@clean_data.com","Giuseppe Marior Usso","Brazil","Male","LEGAL",2214753.88,2017-03-04,"part time","permanent"
3097,"ams.3097@clean_data.com","Ana María Sánchez","Brazil","Female","SALES",3257776.45,2011-02-08,"part time","permanent"
3156,"lls.3156@clean_data.com","Laura Laura Sánchez","Italy","Female","SUPPORT",2094202.3,2010-11-11,"part time","fixed-term"
3183,"rnt.3183@clean_data.com","René Nicolas Thomas","USA","Male","ENGINEERING",4942157.79,2020-04-17,"full time","fixed-term"
3359,"aam.3359@clean_data.com","Angelo Angelo Marino","USA","Male","SERVICES",2211818.29,2021-02-25,"part time","fixed-term"
3428,"lcr.3428@clean_data.com","Lucia Caterina Russo","Italy","Female","SERVICES",4997170.65,2018-08-13,"part time","permanent"
3456,"mms.3456@clean_data.com","Mary Mary Smith","Brazil","Male","SALES",3528990.3,2016-04-28,"part time","permanent"
3483,"fll.3483@clean_data.com","Fang Ling Liu","USA","Male","ENGINEERING",2636971.33,2013-04-26,"part time","permanent"
3508,"nmr.3508@clean_data.com","Nathalie Monique Robert","Germany","Male","LEGAL",4288562.82,2013-10-18,"full time","fixed-term"
3515,"rgr.3515@clean_data.com","Rosa Giuseppina Rossi","Spain","Male","RESEARCH AND DEVELOPMENT",2494101.47,2013-03-26,"part time","permanent"
3580,"ytn.3580@clean_data.com","Yoshiko Tomoko Nakamura","","Male","RESEARCH AND DEVELOPMENT",3547654.59,2014-10-22,"part time","permanent"
3677,"ams.3677@clean_data.com","Antônio Marcos Silva","USA","Male","SERVICES",2529947.11,2019-05-20,"part time","fixed-term"
3683,"myk.3683@clean_data.com","Michiko Yoshiko Kobayashi","Italy","Male","SUPPORT",2651870.7,2022-01-16,"part time","permanent"
3751,"mtr.3751@clean_data.com","Maria Teresa Ricci","Germany","Male","ENGINEERING",1944778.73,2020-04-18,"part time","permanent"
3802,"jlf.3802@clean_data.com","José Luis Fernández","Japan","Male","SUPPORT",2892121.22,2021-10-16,"part time","permanent"
3838,"ájm.3838@clean_data.com","Ángel Javier Martínez","USA","Male","LEGAL",4784169.37,2020-10-27,"full time","fixed-term"
3838,"lap.3838@clean_data.com","Louis André Petit","Brazil","Male","LEGAL",4784169.37,2020-10-27,"full time","fixed-term"
3869,"fff.3869@clean_data.com","Frank Frank Fischer","Italy","Female","SUPPORT",3687983.95,2015-05-22,"full time","permanent"
3932,"pmd.3932@clean_data.com","Pierre Michel Durand","Japan","Male","SERVICES",2107328.52,2021-02-15,"part time","fixed-term"
4049,"ind.4049@clean_data.com","Isabelle Nathalie Dubois","Italy","Female","HUMAN RESOURCES",3852427.65,2011-07-24,"full time","permanent"
4084,"jlr.4084@clean_data.com","José Luis Rodríguez","France","Female","PRODUCT MANAGEMENT",2218584.92,2022-02-07,"part time","fixed-term"
4173,"npr.4173@clean_data.com","Nicolas Philippe Robert","France","Male","PRODUCT MANAGEMENT",2919030.69,2019-09-08,"full time","permanent"
4185,"ljw.4185@clean_data.com","Li Jing Wang","Brazil","Male","BUSINESS DEVELOPMENT",2104995.17,2020-10-01,"part time","permanent"
4193,"vve.4193@clean_data.com","Vincenzo Vincenzo Esposito","","Male","SERVICES",4788560.92,2014-08-21,"part time","fixed-term"
4203,"nmd.4203@clean_data.com","Nathalie Monique Dubois","France","Male","LEGAL",1996763.25,2016-04-28,"full time","fixed-term"
4212,"smg.4212@clean_data.com","Sarah Mary Garcia","Brazil","Female","MARKETING",1803190.83,2020-08-16,"part time","fixed-term"
4212,"yyh.4212@clean_data.com","Yan Yan Huang","Japan","Female","MARKETING",1803190.83,2020-08-16,"part time","fixed-term"
4213,"amr.4213@clean_data.com","Adriana Maria Rodrigues","Japan","Male","SUPPORT",2983621.99,2021-11-01,"part time","fixed-term"
4221,"jdl.4221@clean_data.com","Javier David López","France","Female","PRODUCT MANAGEMENT",4945012.86,2020-09-01,"part time","permanent"
4239,"crg.4239@clean_data.com","Carmela Rosa Greco","Japan","Female","ACCOUNTING",3807156,2017-11-02,"full time","permanent"
4307,"pmz.4307@clean_data.com","Ping Min Zhao","France","Female","TRAINING",1923403.57,2015-09-18,"full time","permanent"
4329,"yfl.4329@clean_data.com","Yan Fang Li","Italy","Female","LEGAL",2029662.38,2020-07-07,"full time","permanent"
4329,"ddf.4329@clean_data.com","David David Fernández","Germany","Female","LEGAL",2029662.38,2020-07-07,"full time","permanent"
4368,"gge.4368@clean_data.com","Giuseppe Giuseppe Esposito","Italy","Male","SALES",3362468.43,2015-03-15,"full time","permanent"
4412,"jdo.4412@clean_data.com","José David Onzález","Germany","Male","RESEARCH AND DEVELOPMENT",3716559.55,2016-03-02,"part time","permanent"
4412,"jmr.4412@clean_data.com","Juan Manuel Rodríguez","Italy","Male","SERVICES",3862584.16,2022-02-25,"part time","permanent"
4484,"ssm.4484@clean_data.com","Sandrine Sylvie Moreau","Brazil","Male","BUSINESS DEVELOPMENT",3679339.46,2015-08-26,"full time","permanent"
4521,"flw.4521@clean_data.com","Fang Lan Wang","China","Male","ENGINEERING",2952956.08,2015-04-19,"part time","fixed-term"
4539,"nsm.4539@clean_data.com","Nathalie Sylvie Martin","Spain","Male","SUPPORT",3438005.06,2020-10-06,"full time","permanent"
4553,"rmc.4553@clean_data.com","Rosa Maria Colombo","China","Female","SUPPORT",2277588.28,2014-12-28,"full time","permanent"
4595,"clc.4595@clean_data.com","Caterina Lucia Colombo","Italy","Male","RESEARCH AND DEVELOPMENT",3510688.25,2012-06-04,"part time","permanent"
4626,"cnr.4626@clean_data.com","Christophe Nicolas Richard","China","Male","MARKETING",3573050.4,2014-04-22,"part time","fixed-term"
4626,"vsr.4626@clean_data.com","Vincenzo Salvatore Russo","Italy","Male","MARKETING",3573050.4,2014-04-22,"part time","fixed-term"
4633,"asw.4633@clean_data.com","Akira Satoshi Watanabe","USA","Male","LEGAL",4968507.26,2019-12-13,"full time","permanent"
4640,"jtm.4640@clean_data.com","Joseph Thomas Millre","Brazil","Female","LEGAL",5123510.78,2011-06-28,"part time","fixed-term"
4829,"mir.4829@clean_data.com","Martine Isabelle Richard","Brazil","Male","PRODUCT MANAGEMENT",3401568.66,2011-10-02,"full time","fixed-term"
4838,"llo.4838@clean_data.com","Luiz Luiz Oliveira","China","Female","RESEARCH AND DEVELOPMENT",3521147.58,2021-08-20,"part time","fixed-term"
4907,"tmm.4907@clean_data.com","Teresa María Martínez","Italy","Female","LEGAL",3631644.9,2015-04-23,"part time","fixed-term"
4933,"wwg.4933@clean_data.com","Wililam Wililam Garcia","Germany","Male","MARKETING",2856686.61,2011-03-06,"full time","permanent"
4963,"lar.4963@clean_data.com","Lucia Angela Rossi","China","Male","LEGAL",2329285.16,2022-08-02,"part time","permanent"
5027,"uks.5027@clean_data.com","Ursula Karin Schulz","Spain","Male","RESEARCH AND DEVELOPMENT",5035442.35,2013-10-05,"part time","permanent"
5077,"oht.5077@clean_data.com","Osamu Hiroshi Tanaka","Germany","Female","ACCOUNTING",3730608.53,2014-03-20,"part time","fixed-term"
5086,"ysi.5086@clean_data.com","Yuki Shinji Ito","Spain","Female","MARKETING",5046175.34,2020-07-15,"part time","fixed-term"
5178,"waw.5178@clean_data.com","Wolfgang Andreas Weber","Brazil","Female","SERVICES",4020821.87,2012-03-24,"part time","permanent"
5235,"pge.5235@clean_data.com","Pietro Giovanni Esposito","USA","Male","PRODUCT MANAGEMENT",2453295.02,2012-01-29,"full time","fixed-term"
5240,"jlf.5240@clean_data.com","José Luis Fernández","Brazil","Male","HUMAN RESOURCES",2087535.43,2021-09-27,"part time","permanent"
5242,"acg.5242@clean_data.com","Angela Carmela Greco","Brazil","Female","MARKETING",4730720.28,2014-06-25,"part time","fixed-term"
5253,"ckf.5253@clean_data.com","Christian Klaus Fischer","Japan","Female","SALES",4571818.97,2011-01-02,"part time","permanent"
5341,"llg.5341@clean_data.com","Lucas Luiz Gomes","Germany","Male","LEGAL",4065740.81,2013-10-28,"full time","permanent"
5356,"par.5356@clean_data.com","Pietro Angelo Russo","Italy","Male","MARKETING",4836004.62,2016-09-21,"full time","permanent"
5400,"jmp.5400@clean_data.com","Josefa María Pérez","China","Female","SUPPORT",3162287.75,2014-05-09,"full time","permanent"
5427,"lml.5427@clean_data.com","Laura María López","Italy","Male","SUPPORT",2243850.78,2016-02-13,"part time","permanent"
5462,"mks.5462@clean_data.com","Michael Klaus Schmidt","Spain","Female","SALES",4782600.8,2019-02-15,"part time","permanent"
5516,"hyt.5516@clean_data.com","Hiroko Yoko Tanaka","USA","Male","ENGINEERING",3703534.33,2015-03-21,"full time","fixed-term"
5521,"mlh.5521@clean_data.com","Min Lingz Hang","Brazil","Male","PRODUCT MANAGEMENT",2939854.34,2015-04-08,"part time","fixed-term"
5551,"gcr.5551@clean_data.com","Giovanna Carmela Romano","USA","Female","SUPPORT",2046006.62,2015-09-25,"full time","permanent"
5581,"msr.5581@clean_data.com","Monique Sandrine Robert","Germany","Male","SALES",3987308.43,2015-09-05,"full time","permanent"
5626,"glz.5626@clean_data.com","Gang Lei Zhou","Germany","Female","RESEARCH AND DEVELOPMENT",3873724.72,2013-05-07,"full time","fixed-term"
5633,"aag.5633@clean_data.com","Antonio Antonio Gómez","USA","Female","SUPPORT",3174126.13,2012-12-14,"full time","permanent"
5640,"mjs.5640@clean_data.com","Marcos José Silva","France","Male","PRODUCT MANAGEMENT",3936575.88,2015-06-09,"full time","fixed-term"
5651,"jhy.5651@clean_data.com","Jie Hao Yang","China","Female","LEGAL",4331429.46,2019-11-23,"full time","fixed-term"
5678,"pfw.5678@clean_data.com","Ping Fang Wu","Japan","Female","ACCOUNTING",2160915.31,2019-12-31,"part time","permanent"
5680,"mlw.5680@clean_data.com","Mei Lan Wu","Germany","Male","SUPPORT",4212289.03,2018-01-15,"full time","fixed-term"
5689,"ajn.5689@clean_data.com","Alain Jea Nthomas","Italy","Female","RESEARCH AND DEVELOPMENT",3651953.72,2011-05-07,"part time","fixed-term"
5726,"ssd.5726@clean_data.com","Sandrine Sandrine Durand","China","Male","SALES",4453496.57,2011-03-10,"full time","fixed-term"
5750,"yyz.5750@clean_data.com","Yan Yan Zhag","Japan","Male","ACCOUNTING",4840506.88,2018-11-01,"part time","fixed-term"
5795,"mms.5795@clean_data.com","Michael Michael Schmidt","France","Male","SUPPORT",3739272.43,2019-02-24,"part time","permanent"
5822,"lmr.5822@clean_data.com","Lucas Marcos Rodrigues","USA","Male","SERVICES",3323893.92,2018-07-11,"part time","permanent"
5962,"lfz.5962@clean_data.com","Lan Fang Zhao","Italy","Female","ACCOUNTING",2607996.32,2012-03-27,"full time","permanent"
5987,"jsj.5987@clean_data.com","Jennifer Susan Jones","France","Female","LEGAL",3200878.66,2017-01-26,"part time","fixed-term"
5991,"pyy.5991@clean_data.com","Ping Yan Yang","France","Female","SERVICES",1990535.2,2016-08-02,"full time","permanent"
5999,"fmf.5999@clean_data.com","Francesco Mario Ferrari","France","Female","TRAINING",3401350.74,2011-09-21,"part time","permanent"
6065,"ccj.6065@clean_data.com","Christopher Christopher Johnson","USA","Male","SERVICES",4958393.44,2022-12-06,"part time","permanent"
6077,"hwb.6077@clean_data.com","Hans Wolfgang Becker","USA","Female","SUPPORT",2504274.94,2019-12-30,"full time","permanent"
6133,"jsj.6133@clean_data.com","Jessica Susan Jones","France","Female","PRODUCT MANAGEMENT",5015594.84,2012-08-07,"part time","permanent"
6136,"mhk.6136@clean_data.com","Masako Hiroko Kobayashi","Germany","Male","SERVICES",4562932.43,2020-08-20,"full time","permanent"
6140,"fas.6140@clean_data.com","Francisco Antônio Silva","France","Male","ACCOUNTING",4013987.92,2019-06-03,"full time","permanent"
6140,"dfm.6140@clean_data.com","Danile Francisco Martin","Italy","Male","ACCOUNTING",4013987.92,2019-06-03,"full time","permanent"
6217,"icm.6217@clean_data.com","Isabelle Catherine Martin","Germany","Male","SERVICES",4601325.64,2016-04-13,"full time","permanent"
6247,"myy.6247@clean_data.com","Michiko Yoshiko Yamamoto","Italy","Female","BUSINESS DEVELOPMENT",4486680.87,2021-12-06,"full time","permanent"
6300,"jll.6300@clean_data.com","Jie Lei Li","Germany","Male","LEGAL",4510821.64,2021-09-04,"full time","fixed-term"
6315,"jas.6315@clean_data.com","Juliana Aline Silva","France","Male","ENGINEERING",3900776.81,2011-02-16,"full time","permanent"
6315,"rld.6315@clean_data.com","René Louis Dubois","Japan","Male","ENGINEERING",3900776.81,2011-02-16,"full time","permanent"
6330,"aas.6330@clean_data.com","Aline Aline Santos","Brazil","Male","TRAINING",1979430.96,2014-08-10,"full time","permanent"
6414,"hmi.6414@clean_data.com","Hiroko Michiko Ito","China","Female","ACCOUNTING",1833942.37,2012-09-01,"full time","permanent"
6450,"ssm.6450@clean_data.com","Stefan Stefan Müller","Germany","Male","PRODUCT MANAGEMENT",4970178.96,2015-11-17,"part time","fixed-term"
6450,"fml.6450@clean_data.com","Fernanda Maria Lima","Brazil","Male","PRODUCT MANAGEMENT",4970178.96,2015-11-17,"part time","fixed-term"
6521,"cfm.6521@clean_data.com","Christian Frank Müller","France","Male","BUSINESS DEVELOPMENT",2602113.96,2021-07-10,"part time","permanent"
6567,"yhw.6567@clean_data.com","Yuki Hiroshi Watanabe","China","Female","TRAINING",4758505.54,2016-07-20,"full time","permanent"
6582,"puf.6582@clean_data.com","Petra Ursula Fischer","France","Male","BUSINESS DEVELOPMENT",3606952.08,2021-08-26,"part time","fixed-term"
6657,"rjg.6657@clean_data.com","Robert John Garcia","Italy","Male","PRODUCT MANAGEMENT",2749593.05,2020-08-23,"full time","permanent"
6669,"msj.6669@clean_data.com","Mary Susan Jones","Brazil","Female","PRODUCT MANAGEMENT",4602585.58,2011-04-03,"full time","permanent"
6714,"rjw.6714@clean_data.com","Richard Joseph Williasm","Italy","Female","LEGAL",2611498.95,2017-03-08,"part time","permanent"
6780,"ffm.6780@clean_data.com","Francisco Francisco Martin","China","Male","LEGAL",4255337.39,2015-10-04,"part time","permanent"
6833,"fjl.6833@clean_data.com","Fang Jun Liu","Italy","Male","SUPPORT",4742467.27,2013-12-15,"full time","fixed-term"
6846,"afs.6846@clean_data.com","Aline Francisca Santos","Spain","Male","BUSINESS DEVELOPMENT",4665179.15,2022-04-24,"full time","permanent"
6852,"sgr.6852@clean_data.com","Salvatore Giovanni Rossi","Brazil","Female","BUSINESS DEVELOPMENT",2522226.35,2019-09-29,"full time","permanent"
6864,"mmt.6864@clean_data.com","Monique Marie Thomas","France","Male","LEGAL",4015778.76,2017-04-24,"full time","fixed-term"
6936,"aao.6936@clean_data.com","Antônia Antônia Oliveira","","Female","TRAINING",2083385.54,2015-03-08,"part time","permanent"
6962,"clf.6962@clean_data.com","Carmela Lucia Ferrari","USA","Male","LEGAL",3322197.25,2017-10-14,"part time","fixed-term"
6976,"jaf.6976@clean_data.com","Juliana Antônia Ferreira","Italy","Female","LEGAL",4088847.65,2015-12-07,"part time","fixed-term"
7044,"kwm.7044@clean_data.com","Klaus Wolfgang Meyer","Italy","Female","    SERVICES",4384792.69,2017-11-17,"full time","permanent"
7078,"yph.7078@clean_data.com","Yan Ping Huang","Italy","Female","LEGAL",3288307.4,2014-07-12,"part time","permanent"
7098,"jal.7098@clean_data.com","José Antônio Lima","Japan","Female","SERVICES",4264990.88,2014-11-11,"part time","fixed-term"
7199,"rcr.7199@clean_data.com","René Christophe Robert","Germany","Female","SERVICES",5018242.11,2018-12-30,"part time","permanent"
7230,"lac.7230@clean_data.com","Lucia Angela Colombo","Japan","Male","ACCOUNTING",4473507.76,2012-03-03,"part time","fixed-term"
7358,"msw.7358@clean_data.com","Maria Sabine Weber","China","Female","   SALES",2644727.3,2012-08-16,"full time","permanent"
7359,"jmf.7359@clean_data.com","Juliana Maria Ferreira","Brazil","Female","BUSINESS DEVELOPMENT",4721278.74,2020-06-10,"full time","fixed-term"
7381,"rmh.7381@clean_data.com","Renate Maria Hoffmann","Germany","Male","PRODUCT MANAGEMENT",2564885.71,2019-06-09,"full time","fixed-term"
7383,"aag.7383@clean_data.com","Ana Antônia Gomes","France","Female","BUSINESS DEVELOPMENT",4579858.37,2016-05-25,"part time","permanent"
7397,"hll.7397@clean_data.com","Hao Lei Li","Japan","Female","LEGAL",4815552.02,2021-11-29,"part time","permanent"
7416,"ktw.7416@clean_data.com","Kenji Toru Watanabe","France","Female","MARKETING",1917020.95,2020-08-11,"full time","permanent"
7471,"fmt.7471@clean_data.com","Françoise Martine Thomas","France","Male","ACCOUNTING",2710734.82,2011-03-18,"part time","permanent"
7487,"tyk.7487@clean_data.com","Toru Yuki Kobayashi","France","Male","RESEARCH AND DEVELOPMENT",3425774.28,2019-01-08,"full time","fixed-term"
7496,"aps.7496@clean_data.com","Andreas Peter Schneider","","Female","SUPPORT",4721563.86,2021-06-01,"full time","fixed-term"
7540,"ays.7540@clean_data.com","Akiko Yoshiko Suzuki","Brazil","Female","SUPPORT",4656019.73,2017-02-07,"full time","permanent"
7540,"yjn.7540@clean_data.com","Yang Ju Nyang","Japan","Female","ENGINEERING",4017712.48,2022-10-23,"full time","fixed-term"
7540,"apb.7540@clean_data.com","Angelo Pietro Bianchi","China","Female","ENGINEERING",4017712.48,2022-10-23,"full time","fixed-term"
7631,"mlw.7631@clean_data.com","Min Lan Wang","Spain","Female","ENGINEERING",3901853.71,2020-03-02,"part time","permanent"
7715,"jfs.7715@clean_data.com","Juliana Fernanda Silva","Germany","Male","PRODUCT MANAGEMENT",3020849.46,2019-05-18,"full time","fixed-term"
7764,"agr.7764@clean_data.com","Angelo Giuseppe Ricci","","Female","HUMAN RESOURCES",5191097.12,2011-03-10,"part time","fixed-term"
7769,"aar.7769@clean_data.com","Alain André Robert","Japan","Female","MARKETING",2141342.69,2018-08-30,"part time","fixed-term"
7779,"mrf.7779@clean_data.com","Maria Rosa Ferrari","Germany","Male","",NA,2021-06-01,NA,"permanent"
7797,"arr.7797@clean_data.com","André René Richard","China","Male","BUSINESS DEVELOPMENT",5042117.07,2013-02-28,"full time","permanent"
7798,"akk.7798@clean_data.com","Akira Kenji Kobayashi","France","Female","SUPPORT",2559083.1,2017-03-28,"part time","fixed-term"
7819,"jtm.7819@clean_data.com","Joseph Thomas Martinez","China","Female","PRODUCT MANAGEMENT",1963334.76,2013-08-04,"part time","fixed-term"
